N,T,pk,pm,fx
80,70,0.8,0.005,1.9677100000000005
30,70,0.85,0.005,1.8393900000000005
35,70,0.85,0.005,1.8774800000000005
40,70,0.85,0.005,1.89915
45,70,0.85,0.005,1.9216299999999997
50,70,0.85,0.005,1.9317500000000003
55,70,0.85,0.005,1.9479199999999997
60,70,0.85,0.005,1.9441899999999999
65,70,0.85,0.005,1.9675900000000002
70,70,0.85,0.005,1.9455799999999996
75,70,0.85,0.005,1.9677999999999998
80,70,0.85,0.005,1.9657
30,70,0.9,0.005,1.8594899999999999
35,70,0.9,0.005,1.86699
40,70,0.9,0.005,1.9258499999999996
45,70,0.9,0.005,1.9205100000000002
50,70,0.9,0.005,1.9351399999999999
55,70,0.9,0.005,1.9440100000000005
60,70,0.9,0.005,1.95144
65,70,0.9,0.005,1.9736599999999993
70,70,0.9,0.005,1.95772
75,70,0.9,0.005,1.976
80,70,0.9,0.005,1.98221
30,70,0.5,0.01,1.87023
35,70,0.5,0.01,1.8998999999999993
40,70,0.5,0.01,1.919
45,70,0.5,0.01,1.9100799999999996
50,70,0.5,0.01,1.9438300000000002
55,70,0.5,0.01,1.9459400000000002
60,70,0.5,0.01,1.9589799999999997
65,70,0.5,0.01,1.96515
70,70,0.5,0.01,1.96643
75,70,0.5,0.01,1.96544
80,70,0.5,0.01,1.9825799999999998
30,70,0.55,0.01,1.8710399999999998
35,70,0.55,0.01,1.9079299999999997
40,70,0.55,0.01,1.92056
45,70,0.55,0.01,1.9267600000000003
50,70,0.55,0.01,1.9351099999999994
55,70,0.55,0.01,1.95165
60,70,0.55,0.01,1.9674599999999998
65,70,0.55,0.01,1.95924
70,70,0.55,0.01,1.9720899999999997
75,70,0.55,0.01,1.9652700000000005
80,70,0.55,0.01,1.9760499999999999
30,70,0.6,0.01,1.87899
35,70,0.6,0.01,1.9105599999999994
40,70,0.6,0.01,1.9021800000000002
45,70,0.6,0.01,1.9410299999999996
50,70,0.6,0.01,1.9430699999999994
55,70,0.6,0.01,1.9609299999999996
60,70,0.6,0.01,1.9579999999999997
65,70,0.6,0.01,1.9806000000000004
70,70,0.6,0.01,1.97388
75,70,0.6,0.01,1.9776099999999996
80,70,0.6,0.01,1.9837499999999997
30,70,0.65,0.01,1.8967399999999994
35,70,0.65,0.01,1.8842599999999998
40,70,0.65,0.01,1.9353899999999995
45,70,0.65,0.01,1.9454199999999997
50,70,0.65,0.01,1.9502399999999998
55,70,0.65,0.01,1.93351
60,70,0.65,0.01,1.9694299999999996
65,70,0.65,0.01,1.97053
70,70,0.65,0.01,1.9788099999999997
75,70,0.65,0.01,1.9834500000000004
80,70,0.65,0.01,1.9919299999999998
30,70,0.7,0.01,1.8914
35,70,0.7,0.01,1.9014000000000002
40,70,0.7,0.01,1.93488
45,70,0.7,0.01,1.94705
50,70,0.7,0.01,1.93227
55,70,0.7,0.01,1.9709299999999998
60,70,0.7,0.01,1.9620499999999998
65,70,0.7,0.01,1.9663699999999997
70,70,0.7,0.01,1.9755599999999998
75,70,0.7,0.01,1.9800099999999994
80,70,0.7,0.01,1.9839800000000003
30,70,0.75,0.01,1.89872
35,70,0.75,0.01,1.9152799999999999
40,70,0.75,0.01,1.9343399999999997
45,70,0.75,0.01,1.9338899999999999
50,70,0.75,0.01,1.9530199999999995
55,70,0.75,0.01,1.96247
60,70,0.75,0.01,1.9663399999999998
65,70,0.75,0.01,1.96889
70,70,0.75,0.01,1.9848699999999997
75,70,0.75,0.01,1.98148
80,70,0.75,0.01,1.98356
30,70,0.8,0.01,1.8757699999999997
35,70,0.8,0.01,1.9313200000000004
40,70,0.8,0.01,1.926779999999999
45,70,0.8,0.01,1.93937
50,70,0.8,0.01,1.9623000000000002
55,70,0.8,0.01,1.95516
60,70,0.8,0.01,1.9712299999999998
65,70,0.8,0.01,1.98599
70,70,0.8,0.01,1.9771599999999998
75,70,0.8,0.01,1.97899
80,70,0.8,0.01,1.99212
30,70,0.85,0.01,1.90269
35,70,0.85,0.01,1.9345399999999997
40,70,0.85,0.01,1.9347899999999998
45,70,0.85,0.01,1.96356
50,70,0.85,0.01,1.9519099999999998
55,70,0.85,0.01,1.9625699999999997
60,70,0.85,0.01,1.97145
65,70,0.85,0.01,1.9847599999999996
70,70,0.85,0.01,1.98325
75,70,0.85,0.01,1.9885599999999999
80,70,0.85,0.01,1.9922199999999999
30,70,0.9,0.01,1.9071599999999993
35,70,0.9,0.01,1.8957900000000003
40,70,0.9,0.01,1.92273
45,70,0.9,0.01,1.9605299999999994
50,70,0.9,0.01,1.96512
55,70,0.9,0.01,1.9752800000000001
60,70,0.9,0.01,1.9720199999999999
65,70,0.9,0.01,1.9842200000000003
70,70,0.9,0.01,1.9837099999999994
75,70,0.9,0.01,1.9807699999999997
80,70,0.9,0.01,1.98919
30,80,0.5,0.0001,1.7240900000000006
35,80,0.5,0.0001,1.74961
40,80,0.5,0.0001,1.7963299999999998
45,80,0.5,0.0001,1.8120900000000004
50,80,0.5,0.0001,1.8462400000000005
55,80,0.5,0.0001,1.848149999999999
60,80,0.5,0.0001,1.8481300000000007
65,80,0.5,0.0001,1.8957799999999994
70,80,0.5,0.0001,1.9055699999999995
75,80,0.5,0.0001,1.9054600000000006
80,80,0.5,0.0001,1.9222100000000004
30,80,0.55,0.0001,1.7188199999999998
35,80,0.55,0.0001,1.7442700000000009
40,80,0.55,0.0001,1.8143499999999997
45,80,0.55,0.0001,1.8251200000000003
50,80,0.55,0.0001,1.8530799999999998
55,80,0.55,0.0001,1.8423100000000003
60,80,0.55,0.0001,1.8682600000000005
65,80,0.55,0.0001,1.8828199999999997
70,80,0.55,0.0001,1.8911700000000002
75,80,0.55,0.0001,1.9197499999999998
80,80,0.55,0.0001,1.9312200000000002
30,80,0.6,0.0001,1.7639100000000008
35,80,0.6,0.0001,1.728990000000001
40,80,0.6,0.0001,1.8158499999999997
45,80,0.6,0.0001,1.8504499999999993
50,80,0.6,0.0001,1.8600900000000002
55,80,0.6,0.0001,1.8827500000000006
60,80,0.6,0.0001,1.8835000000000006
65,80,0.6,0.0001,1.8878199999999998
70,80,0.6,0.0001,1.93167
75,80,0.6,0.0001,1.92043
80,80,0.6,0.0001,1.912719999999999
30,80,0.65,0.0001,1.7766999999999995
35,80,0.65,0.0001,1.7892300000000008
40,80,0.65,0.0001,1.81547
45,80,0.65,0.0001,1.8471700000000002
50,80,0.65,0.0001,1.85566
55,80,0.65,0.0001,1.8788999999999996
60,80,0.65,0.0001,1.8975500000000003
65,80,0.65,0.0001,1.9078100000000004
70,80,0.65,0.0001,1.9111500000000003
75,80,0.65,0.0001,1.91929
80,80,0.65,0.0001,1.9364899999999998
30,80,0.7,0.0001,1.7865400000000002
35,80,0.7,0.0001,1.8187100000000003
40,80,0.7,0.0001,1.83147
45,80,0.7,0.0001,1.8244300000000007
50,80,0.7,0.0001,1.88171
55,80,0.7,0.0001,1.8856899999999988
60,80,0.7,0.0001,1.8947199999999995
65,80,0.7,0.0001,1.9104300000000003
70,80,0.7,0.0001,1.9113900000000004
75,80,0.7,0.0001,1.9388199999999995
80,80,0.7,0.0001,1.9473600000000002
30,80,0.75,0.0001,1.7588400000000002
35,80,0.75,0.0001,1.7900999999999998
40,80,0.75,0.0001,1.7987500000000003
45,80,0.75,0.0001,1.8455399999999995
50,80,0.75,0.0001,1.860970000000001
55,80,0.75,0.0001,1.8596399999999997
60,80,0.75,0.0001,1.9221400000000002
65,80,0.75,0.0001,1.9313000000000005
70,80,0.75,0.0001,1.9466700000000001
75,80,0.75,0.0001,1.9306100000000006
80,80,0.75,0.0001,1.9404
30,80,0.8,0.0001,1.7314200000000006
35,80,0.8,0.0001,1.7925599999999997
40,80,0.8,0.0001,1.8445799999999999
45,80,0.8,0.0001,1.8679799999999998
50,80,0.8,0.0001,1.8607599999999993
55,80,0.8,0.0001,1.8812000000000006
60,80,0.8,0.0001,1.9134100000000003
65,80,0.8,0.0001,1.8999700000000004
70,80,0.8,0.0001,1.92265
75,80,0.8,0.0001,1.93816
80,80,0.8,0.0001,1.9391900000000002
30,80,0.85,0.0001,1.7504000000000008
35,80,0.85,0.0001,1.84707
40,80,0.85,0.0001,1.8468500000000005
45,80,0.85,0.0001,1.8692499999999999
50,80,0.85,0.0001,1.8981600000000003
55,80,0.85,0.0001,1.8846300000000005
60,80,0.85,0.0001,1.9248900000000004
65,80,0.85,0.0001,1.9251699999999996
70,80,0.85,0.0001,1.9443500000000002
75,80,0.85,0.0001,1.93491
80,80,0.85,0.0001,1.9390300000000005
30,80,0.9,0.0001,1.7726400000000004
35,80,0.9,0.0001,1.8086899999999995
40,80,0.9,0.0001,1.83398
45,80,0.9,0.0001,1.8991900000000002
50,80,0.9,0.0001,1.8759700000000004
55,80,0.9,0.0001,1.9084499999999993
60,80,0.9,0.0001,1.9263799999999998
65,80,0.9,0.0001,1.9399000000000002
70,80,0.9,0.0001,1.9465099999999995
75,80,0.9,0.0001,1.9385
80,80,0.9,0.0001,1.9385699999999997
30,80,0.5,0.0005,1.7337799999999999
35,80,0.5,0.0005,1.7640699999999998
40,80,0.5,0.0005,1.8125600000000004
45,80,0.5,0.0005,1.8366999999999991
50,80,0.5,0.0005,1.8566500000000001
55,80,0.5,0.0005,1.8878199999999998
60,80,0.5,0.0005,1.8921200000000005
65,80,0.5,0.0005,1.900259999999999
70,80,0.5,0.0005,1.9115399999999994
75,80,0.5,0.0005,1.9167699999999996
80,80,0.5,0.0005,1.9225299999999999
30,80,0.55,0.0005,1.7304899999999999
35,80,0.55,0.0005,1.759000000000001
40,80,0.55,0.0005,1.8060300000000007
45,80,0.55,0.0005,1.83318
50,80,0.55,0.0005,1.8449099999999996
55,80,0.55,0.0005,1.8815400000000004
60,80,0.55,0.0005,1.8908200000000002
65,80,0.55,0.0005,1.8944899999999998
70,80,0.55,0.0005,1.9182900000000007
75,80,0.55,0.0005,1.91405
80,80,0.55,0.0005,1.9432700000000003
30,80,0.6,0.0005,1.7626899999999994
35,80,0.6,0.0005,1.7920300000000011
40,80,0.6,0.0005,1.8237299999999996
45,80,0.6,0.0005,1.8269300000000002
50,80,0.6,0.0005,1.8457500000000011
55,80,0.6,0.0005,1.8715199999999999
60,80,0.6,0.0005,1.8655799999999991
65,80,0.6,0.0005,1.9067300000000005
70,80,0.6,0.0005,1.8990699999999998
75,80,0.6,0.0005,1.93176
80,80,0.6,0.0005,1.9304200000000002
30,80,0.65,0.0005,1.7535400000000012
35,80,0.65,0.0005,1.7767399999999993
40,80,0.65,0.0005,1.8215999999999999
45,80,0.65,0.0005,1.8525000000000005
50,80,0.65,0.0005,1.8725
55,80,0.65,0.0005,1.885319999999999
60,80,0.65,0.0005,1.88617
65,80,0.65,0.0005,1.9286399999999997
70,80,0.65,0.0005,1.9247600000000002
75,80,0.65,0.0005,1.9234599999999995
80,80,0.65,0.0005,1.93862
30,80,0.7,0.0005,1.7451500000000002
35,80,0.7,0.0005,1.7990999999999997
40,80,0.7,0.0005,1.829910000000001
45,80,0.7,0.0005,1.8789400000000007
50,80,0.7,0.0005,1.8418299999999999
55,80,0.7,0.0005,1.8997799999999998
60,80,0.7,0.0005,1.8928299999999998
65,80,0.7,0.0005,1.92207
70,80,0.7,0.0005,1.9312399999999998
75,80,0.7,0.0005,1.9243100000000002
80,80,0.7,0.0005,1.9544500000000002
30,80,0.75,0.0005,1.7503600000000004
35,80,0.75,0.0005,1.80181
40,80,0.75,0.0005,1.80729
45,80,0.75,0.0005,1.875450000000001
50,80,0.75,0.0005,1.8792599999999995
55,80,0.75,0.0005,1.9070300000000002
60,80,0.75,0.0005,1.8975899999999999
65,80,0.75,0.0005,1.9187800000000002
70,80,0.75,0.0005,1.94374
75,80,0.75,0.0005,1.9299700000000002
80,80,0.75,0.0005,1.9448600000000003
30,80,0.8,0.0005,1.7518299999999996
35,80,0.8,0.0005,1.7924699999999996
40,80,0.8,0.0005,1.84153
45,80,0.8,0.0005,1.89126
50,80,0.8,0.0005,1.8551499999999996
55,80,0.8,0.0005,1.92566
60,80,0.8,0.0005,1.9232799999999997
65,80,0.8,0.0005,1.91578
70,80,0.8,0.0005,1.9246100000000006
75,80,0.8,0.0005,1.9216200000000003
80,80,0.8,0.0005,1.9484900000000003
30,80,0.85,0.0005,1.80071
35,80,0.85,0.0005,1.8125699999999998
40,80,0.85,0.0005,1.8408800000000003
45,80,0.85,0.0005,1.8693300000000002
50,80,0.85,0.0005,1.86143
55,80,0.85,0.0005,1.9052700000000007
60,80,0.85,0.0005,1.9045599999999996
65,80,0.85,0.0005,1.9471399999999996
70,80,0.85,0.0005,1.92868
75,80,0.85,0.0005,1.94761
80,80,0.85,0.0005,1.9626600000000003
30,80,0.9,0.0005,1.8177600000000012
35,80,0.9,0.0005,1.8196200000000005
40,80,0.9,0.0005,1.85515
45,80,0.9,0.0005,1.8812399999999996
50,80,0.9,0.0005,1.9091699999999994
55,80,0.9,0.0005,1.9071100000000003
60,80,0.9,0.0005,1.9171699999999998
65,80,0.9,0.0005,1.9230299999999998
70,80,0.9,0.0005,1.94586
75,80,0.9,0.0005,1.9514000000000002
80,80,0.9,0.0005,1.9504600000000003
30,80,0.5,0.001,1.75727
35,80,0.5,0.001,1.7760000000000005
40,80,0.5,0.001,1.8388299999999997
45,80,0.5,0.001,1.8099599999999993
50,80,0.5,0.001,1.8992699999999996
55,80,0.5,0.001,1.8636400000000004
60,80,0.5,0.001,1.88049
65,80,0.5,0.001,1.90131
70,80,0.5,0.001,1.8878099999999998
75,80,0.5,0.001,1.9046099999999992
80,80,0.5,0.001,1.9148299999999998
30,80,0.55,0.001,1.7557200000000006
35,80,0.55,0.001,1.8152899999999996
40,80,0.55,0.001,1.8386400000000003
45,80,0.55,0.001,1.85743
50,80,0.55,0.001,1.88664
55,80,0.55,0.001,1.8547799999999999
60,80,0.55,0.001,1.8994099999999994
65,80,0.55,0.001,1.9181899999999998
70,80,0.55,0.001,1.9286299999999996
75,80,0.55,0.001,1.9311699999999994
80,80,0.55,0.001,1.9288699999999996
30,80,0.6,0.001,1.7842299999999998
35,80,0.6,0.001,1.7823500000000003
40,80,0.6,0.001,1.8195499999999998
45,80,0.6,0.001,1.86118
50,80,0.6,0.001,1.8892200000000003
55,80,0.6,0.001,1.8754499999999998
60,80,0.6,0.001,1.8798599999999999
65,80,0.6,0.001,1.9232
70,80,0.6,0.001,1.9228200000000002
75,80,0.6,0.001,1.9271200000000004
80,80,0.6,0.001,1.9364099999999995
30,80,0.65,0.001,1.7801000000000007
35,80,0.65,0.001,1.7864600000000008
40,80,0.65,0.001,1.81902
45,80,0.65,0.001,1.8758200000000003
50,80,0.65,0.001,1.8761199999999996
55,80,0.65,0.001,1.8949700000000005
60,80,0.65,0.001,1.8925999999999998
65,80,0.65,0.001,1.9070100000000005
70,80,0.65,0.001,1.9232099999999996
75,80,0.65,0.001,1.9519499999999999
80,80,0.65,0.001,1.9504
30,80,0.7,0.001,1.7968599999999997
35,80,0.7,0.001,1.8165799999999999
40,80,0.7,0.001,1.8108200000000003
45,80,0.7,0.001,1.87635
50,80,0.7,0.001,1.8883000000000003
55,80,0.7,0.001,1.9011200000000001
60,80,0.7,0.001,1.8743299999999998
65,80,0.7,0.001,1.91522
70,80,0.7,0.001,1.94065
75,80,0.7,0.001,1.93541
80,80,0.7,0.001,1.9651399999999999
30,80,0.75,0.001,1.795860000000001
35,80,0.75,0.001,1.8488000000000002
40,80,0.75,0.001,1.8335499999999998
45,80,0.75,0.001,1.85524
50,80,0.75,0.001,1.88395
55,80,0.75,0.001,1.9126799999999997
60,80,0.75,0.001,1.9179100000000002
65,80,0.75,0.001,1.93489
70,80,0.75,0.001,1.9266999999999999
75,80,0.75,0.001,1.9466299999999999
80,80,0.75,0.001,1.9339199999999999
30,80,0.8,0.001,1.800470000000001
35,80,0.8,0.001,1.8333199999999998
40,80,0.8,0.001,1.8271900000000003
45,80,0.8,0.001,1.8805500000000002
50,80,0.8,0.001,1.9131500000000006
55,80,0.8,0.001,1.9128300000000003
60,80,0.8,0.001,1.9202899999999996
65,80,0.8,0.001,1.9292000000000002
70,80,0.8,0.001,1.9542800000000002
75,80,0.8,0.001,1.9183
80,80,0.8,0.001,1.96063
30,80,0.85,0.001,1.78763
35,80,0.85,0.001,1.8206000000000007
40,80,0.85,0.001,1.85572
45,80,0.85,0.001,1.8861699999999997
50,80,0.85,0.001,1.8890200000000001
55,80,0.85,0.001,1.9260300000000004
60,80,0.85,0.001,1.9092200000000004
65,80,0.85,0.001,1.9541399999999995
70,80,0.85,0.001,1.9428199999999995
75,80,0.85,0.001,1.95348
80,80,0.85,0.001,1.9600499999999998
30,80,0.9,0.001,1.8130400000000009
35,80,0.9,0.001,1.8328700000000004
40,80,0.9,0.001,1.85345
45,80,0.9,0.001,1.8665
50,80,0.9,0.001,1.8982799999999997
55,80,0.9,0.001,1.9234899999999997
60,80,0.9,0.001,1.93948
65,80,0.9,0.001,1.9268299999999996
70,80,0.9,0.001,1.9561199999999999
75,80,0.9,0.001,1.9480600000000001
80,80,0.9,0.001,1.95625
30,80,0.5,0.005,1.8230399999999998
35,80,0.5,0.005,1.85093
40,80,0.5,0.005,1.8647300000000002
45,80,0.5,0.005,1.9098999999999995
50,80,0.5,0.005,1.9025100000000001
55,80,0.5,0.005,1.9113100000000003
60,80,0.5,0.005,1.9240400000000002
65,80,0.5,0.005,1.9529799999999995
70,80,0.5,0.005,1.9354100000000003
75,80,0.5,0.005,1.95528
80,80,0.5,0.005,1.9636700000000002
30,80,0.55,0.005,1.7976999999999996
35,80,0.55,0.005,1.8534800000000002
40,80,0.55,0.005,1.8632000000000002
45,80,0.55,0.005,1.8906399999999997
50,80,0.55,0.005,1.8917999999999997
55,80,0.55,0.005,1.9231899999999993
60,80,0.55,0.005,1.9200899999999999
65,80,0.55,0.005,1.9249999999999998
70,80,0.55,0.005,1.9544799999999998
75,80,0.55,0.005,1.96904
80,80,0.55,0.005,1.9541699999999997
30,80,0.6,0.005,1.8127900000000006
35,80,0.6,0.005,1.8514300000000004
40,80,0.6,0.005,1.8854299999999995
45,80,0.6,0.005,1.8985699999999996
50,80,0.6,0.005,1.9437599999999997
55,80,0.6,0.005,1.9339400000000004
60,80,0.6,0.005,1.9270799999999995
65,80,0.6,0.005,1.95252
70,80,0.6,0.005,1.9586000000000001
75,80,0.6,0.005,1.9747199999999996
80,80,0.6,0.005,1.9666500000000005
30,80,0.65,0.005,1.80716
35,80,0.65,0.005,1.8558
40,80,0.65,0.005,1.8775200000000003
45,80,0.65,0.005,1.92798
50,80,0.65,0.005,1.9214100000000003
55,80,0.65,0.005,1.9342599999999999
60,80,0.65,0.005,1.9367
65,80,0.65,0.005,1.9624699999999993
70,80,0.65,0.005,1.9561600000000003
75,80,0.65,0.005,1.9682899999999999
80,80,0.65,0.005,1.9624199999999998
30,80,0.7,0.005,1.82279
35,80,0.7,0.005,1.8870999999999993
40,80,0.7,0.005,1.90325
45,80,0.7,0.005,1.9163699999999997
50,80,0.7,0.005,1.9286500000000002
55,80,0.7,0.005,1.9232600000000002
60,80,0.7,0.005,1.9538099999999998
65,80,0.7,0.005,1.9386200000000002
70,80,0.7,0.005,1.9525800000000006
75,80,0.7,0.005,1.9641
80,80,0.7,0.005,1.9602399999999998
30,80,0.75,0.005,1.8611699999999995
35,80,0.75,0.005,1.86317
40,80,0.75,0.005,1.8953700000000004
45,80,0.75,0.005,1.92403
50,80,0.75,0.005,1.9491699999999996
55,80,0.75,0.005,1.9455099999999999
60,80,0.75,0.005,1.9553499999999995
65,80,0.75,0.005,1.9487599999999992
70,80,0.75,0.005,1.9665199999999998
75,80,0.75,0.005,1.97498
80,80,0.75,0.005,1.9610100000000004
30,80,0.8,0.005,1.840289999999999
35,80,0.8,0.005,1.9012299999999995
40,80,0.8,0.005,1.8671299999999997
45,80,0.8,0.005,1.9282
50,80,0.8,0.005,1.92104
55,80,0.8,0.005,1.9275500000000003
60,80,0.8,0.005,1.9593199999999993
65,80,0.8,0.005,1.9578299999999995
70,80,0.8,0.005,1.9600199999999999
75,80,0.8,0.005,1.9637599999999995
80,80,0.8,0.005,1.9770599999999998
30,80,0.85,0.005,1.8229399999999998
35,80,0.85,0.005,1.8760800000000004
40,80,0.85,0.005,1.9085099999999997
45,80,0.85,0.005,1.9066999999999998
50,80,0.85,0.005,1.9376499999999999
55,80,0.85,0.005,1.9458400000000007
60,80,0.85,0.005,1.9383100000000002
65,80,0.85,0.005,1.9667400000000002
70,80,0.85,0.005,1.9773499999999995
75,80,0.85,0.005,1.9790599999999998
80,80,0.85,0.005,1.9807800000000002
30,80,0.9,0.005,1.85073
35,80,0.9,0.005,1.89981
40,80,0.9,0.005,1.9049999999999998
45,80,0.9,0.005,1.9372299999999998
50,80,0.9,0.005,1.9292100000000005
55,80,0.9,0.005,1.9351299999999996
60,80,0.9,0.005,1.9603899999999999
65,80,0.9,0.005,1.96199
70,80,0.9,0.005,1.9614199999999995
75,80,0.9,0.005,1.9856099999999999
80,80,0.9,0.005,1.97275
30,80,0.5,0.01,1.8931400000000003
35,80,0.5,0.01,1.885839999999999
40,80,0.5,0.01,1.9400499999999994
45,80,0.5,0.01,1.96042
50,80,0.5,0.01,1.9487800000000002
55,80,0.5,0.01,1.9561000000000002
60,80,0.5,0.01,1.9648300000000003
65,80,0.5,0.01,1.9676099999999996
70,80,0.5,0.01,1.9630099999999997
75,80,0.5,0.01,1.98572
80,80,0.5,0.01,1.9820999999999998
30,80,0.55,0.01,1.8633500000000003
35,80,0.55,0.01,1.89413
40,80,0.55,0.01,1.9309100000000001
45,80,0.55,0.01,1.9134899999999997
50,80,0.55,0.01,1.9557100000000003
55,80,0.55,0.01,1.9502199999999998
60,80,0.55,0.01,1.9787799999999998
65,80,0.55,0.01,1.97558
70,80,0.55,0.01,1.9766
75,80,0.55,0.01,1.97365
80,80,0.55,0.01,1.98256
30,80,0.6,0.01,1.88446
35,80,0.6,0.01,1.8980000000000006
40,80,0.6,0.01,1.9349399999999997
45,80,0.6,0.01,1.9635
50,80,0.6,0.01,1.9432299999999998
55,80,0.6,0.01,1.9716799999999999
60,80,0.6,0.01,1.9778400000000003
65,80,0.6,0.01,1.9654999999999996
70,80,0.6,0.01,1.9642
75,80,0.6,0.01,1.9822400000000002
80,80,0.6,0.01,1.9827700000000001
30,80,0.65,0.01,1.8766
35,80,0.65,0.01,1.9188399999999992
40,80,0.65,0.01,1.9366400000000001
45,80,0.65,0.01,1.95152
50,80,0.65,0.01,1.9591799999999997
55,80,0.65,0.01,1.97314
60,80,0.65,0.01,1.96081
65,80,0.65,0.01,1.9733500000000002
70,80,0.65,0.01,1.9792499999999997
75,80,0.65,0.01,1.98174
80,80,0.65,0.01,1.9801900000000001
30,80,0.7,0.01,1.8870699999999996
35,80,0.7,0.01,1.9339199999999999
40,80,0.7,0.01,1.9161700000000002
45,80,0.7,0.01,1.9566799999999998
50,80,0.7,0.01,1.9532299999999998
55,80,0.7,0.01,1.9515199999999995
60,80,0.7,0.01,1.9714399999999999
65,80,0.7,0.01,1.9685
70,80,0.7,0.01,1.98708
75,80,0.7,0.01,1.9850600000000003
80,80,0.7,0.01,1.9918099999999999
30,80,0.75,0.01,1.9048299999999998
35,80,0.75,0.01,1.9069399999999996
40,80,0.75,0.01,1.9198399999999995
45,80,0.75,0.01,1.9532299999999998
50,80,0.75,0.01,1.9448999999999999
55,80,0.75,0.01,1.9775999999999998
60,80,0.75,0.01,1.9737
65,80,0.75,0.01,1.9728199999999998
70,80,0.75,0.01,1.9833299999999996
75,80,0.75,0.01,1.98964
80,80,0.75,0.01,1.9871899999999996
30,80,0.8,0.01,1.8958499999999991
35,80,0.8,0.01,1.92726
40,80,0.8,0.01,1.9212999999999996
45,80,0.8,0.01,1.95274
50,80,0.8,0.01,1.9455999999999998
55,80,0.8,0.01,1.9574200000000002
60,80,0.8,0.01,1.98803
65,80,0.8,0.01,1.97436
70,80,0.8,0.01,1.97909
75,80,0.8,0.01,1.9891299999999996
80,80,0.8,0.01,1.9831599999999998
30,80,0.85,0.01,1.9105499999999997
35,80,0.85,0.01,1.92115
40,80,0.85,0.01,1.96087
45,80,0.85,0.01,1.9573299999999996
50,80,0.85,0.01,1.9556499999999997
55,80,0.85,0.01,1.9610499999999995
60,80,0.85,0.01,1.9794200000000002
65,80,0.85,0.01,1.9757800000000003
70,80,0.85,0.01,1.9935
75,80,0.85,0.01,1.9882799999999998
80,80,0.85,0.01,1.99463
30,80,0.9,0.01,1.9241799999999998
35,80,0.9,0.01,1.9171799999999999
40,80,0.9,0.01,1.94047
45,80,0.9,0.01,1.9488400000000001
50,80,0.9,0.01,1.9457900000000004
55,80,0.9,0.01,1.9762
60,80,0.9,0.01,1.9753399999999999
65,80,0.9,0.01,1.9778799999999999
70,80,0.9,0.01,1.98063
75,80,0.9,0.01,1.9924299999999997
80,80,0.9,0.01,1.9909000000000001
30,90,0.5,0.0001,1.7200099999999994
35,90,0.5,0.0001,1.7422399999999998
40,90,0.5,0.0001,1.8015100000000002
45,90,0.5,0.0001,1.8098300000000003
50,90,0.5,0.0001,1.83374
55,90,0.5,0.0001,1.8595300000000003
60,90,0.5,0.0001,1.8678800000000004
65,90,0.5,0.0001,1.8687600000000004
70,90,0.5,0.0001,1.8943700000000003
75,90,0.5,0.0001,1.89591
80,90,0.5,0.0001,1.8927
30,90,0.55,0.0001,1.7445800000000005
35,90,0.55,0.0001,1.7811700000000001
40,90,0.55,0.0001,1.7695899999999998
45,90,0.55,0.0001,1.84213
50,90,0.55,0.0001,1.8365000000000002
55,90,0.55,0.0001,1.8559200000000007
60,90,0.55,0.0001,1.9012999999999998
65,90,0.55,0.0001,1.87946
70,90,0.55,0.0001,1.9039800000000002
75,90,0.55,0.0001,1.91569
80,90,0.55,0.0001,1.9364000000000001
30,90,0.6,0.0001,1.7550700000000008
35,90,0.6,0.0001,1.7805899999999997
40,90,0.6,0.0001,1.780220000000001
45,90,0.6,0.0001,1.82468
50,90,0.6,0.0001,1.8331100000000005
55,90,0.6,0.0001,1.8705800000000001
60,90,0.6,0.0001,1.89562
65,90,0.6,0.0001,1.875990000000001
70,90,0.6,0.0001,1.9076100000000002
75,90,0.6,0.0001,1.92845
80,90,0.6,0.0001,1.9139400000000004
30,90,0.65,0.0001,1.7660199999999997
35,90,0.65,0.0001,1.7837000000000005
40,90,0.65,0.0001,1.8264799999999999
45,90,0.65,0.0001,1.8266499999999999
50,90,0.65,0.0001,1.8330300000000006
55,90,0.65,0.0001,1.86034
60,90,0.65,0.0001,1.8864300000000003
65,90,0.65,0.0001,1.9381800000000005
70,90,0.65,0.0001,1.8988099999999997
75,90,0.65,0.0001,1.9240699999999995
80,90,0.65,0.0001,1.9528999999999996
30,90,0.7,0.0001,1.7396500000000004
35,90,0.7,0.0001,1.8114300000000003
40,90,0.7,0.0001,1.8091
45,90,0.7,0.0001,1.8506399999999998
50,90,0.7,0.0001,1.8745600000000013
55,90,0.7,0.0001,1.88006
60,90,0.7,0.0001,1.8827
65,90,0.7,0.0001,1.9235999999999995
70,90,0.7,0.0001,1.9087200000000004
75,90,0.7,0.0001,1.9360399999999993
80,90,0.7,0.0001,1.94516
30,90,0.75,0.0001,1.7528799999999998
35,90,0.75,0.0001,1.8099600000000005
40,90,0.75,0.0001,1.8388199999999995
45,90,0.75,0.0001,1.8781799999999997
50,90,0.75,0.0001,1.8754099999999996
55,90,0.75,0.0001,1.86705
60,90,0.75,0.0001,1.9242500000000005
65,90,0.75,0.0001,1.9142300000000003
70,90,0.75,0.0001,1.9267999999999998
75,90,0.75,0.0001,1.953330000000001
80,90,0.75,0.0001,1.95239
30,90,0.8,0.0001,1.7766300000000004
35,90,0.8,0.0001,1.7763799999999998
40,90,0.8,0.0001,1.83157
