N,T,pk,pm,fx
50,60,0.85,0.0005,1.9124700000000008
55,60,0.85,0.0005,1.9022899999999996
60,60,0.85,0.0005,1.91144
65,60,0.85,0.0005,1.9350900000000004
70,60,0.85,0.0005,1.9466999999999999
75,60,0.85,0.0005,1.943880000000001
80,60,0.85,0.0005,1.9503500000000003
30,60,0.9,0.0005,1.7606600000000003
35,60,0.9,0.0005,1.800759999999999
40,60,0.9,0.0005,1.8815699999999997
45,60,0.9,0.0005,1.894930000000001
50,60,0.9,0.0005,1.9056299999999995
55,60,0.9,0.0005,1.9051300000000004
60,60,0.9,0.0005,1.9170099999999994
65,60,0.9,0.0005,1.9111099999999996
70,60,0.9,0.0005,1.9572399999999999
75,60,0.9,0.0005,1.9437100000000003
80,60,0.9,0.0005,1.9516099999999996
30,60,0.5,0.001,1.7338000000000005
35,60,0.5,0.001,1.7837199999999993
40,60,0.5,0.001,1.8061799999999995
45,60,0.5,0.001,1.8333300000000015
50,60,0.5,0.001,1.8394500000000003
55,60,0.5,0.001,1.8745300000000007
60,60,0.5,0.001,1.8832600000000008
65,60,0.5,0.001,1.9046499999999997
70,60,0.5,0.001,1.9121599999999994
75,60,0.5,0.001,1.9111700000000003
80,60,0.5,0.001,1.9138
30,60,0.55,0.001,1.73694
35,60,0.55,0.001,1.7807900000000005
40,60,0.55,0.001,1.8241100000000008
45,60,0.55,0.001,1.8548499999999999
50,60,0.55,0.001,1.8677699999999995
55,60,0.55,0.001,1.88997
60,60,0.55,0.001,1.88766
65,60,0.55,0.001,1.9172400000000007
70,60,0.55,0.001,1.9022
75,60,0.55,0.001,1.9294200000000004
80,60,0.55,0.001,1.9130100000000008
30,60,0.6,0.001,1.7679400000000007
35,60,0.6,0.001,1.7710999999999997
40,60,0.6,0.001,1.8493100000000005
45,60,0.6,0.001,1.8822799999999997
50,60,0.6,0.001,1.85234
55,60,0.6,0.001,1.8861500000000004
60,60,0.6,0.001,1.8675300000000001
65,60,0.6,0.001,1.9115599999999997
70,60,0.6,0.001,1.9198199999999996
75,60,0.6,0.001,1.9382100000000002
80,60,0.6,0.001,1.9328999999999994
30,60,0.65,0.001,1.78606
35,60,0.65,0.001,1.8191300000000004
40,60,0.65,0.001,1.8437000000000006
45,60,0.65,0.001,1.85779
50,60,0.65,0.001,1.8527200000000001
55,60,0.65,0.001,1.8901499999999996
60,60,0.65,0.001,1.8877500000000003
65,60,0.65,0.001,1.9314099999999994
70,60,0.65,0.001,1.93797
75,60,0.65,0.001,1.9124700000000001
80,60,0.65,0.001,1.9473600000000002
30,60,0.7,0.001,1.7814300000000005
35,60,0.7,0.001,1.8031899999999996
40,60,0.7,0.001,1.8215600000000012
45,60,0.7,0.001,1.8332000000000008
50,60,0.7,0.001,1.8830800000000005
55,60,0.7,0.001,1.9030399999999998
60,60,0.7,0.001,1.9080600000000003
65,60,0.7,0.001,1.9106700000000003
70,60,0.7,0.001,1.9137699999999997
75,60,0.7,0.001,1.9346000000000003
80,60,0.7,0.001,1.94347
30,60,0.75,0.001,1.7849300000000001
35,60,0.75,0.001,1.81762
40,60,0.75,0.001,1.8357899999999998
45,60,0.75,0.001,1.8721200000000005
50,60,0.75,0.001,1.87887
55,60,0.75,0.001,1.9017600000000001
60,60,0.75,0.001,1.90821
65,60,0.75,0.001,1.9313200000000006
70,60,0.75,0.001,1.91316
75,60,0.75,0.001,1.9413299999999996
80,60,0.75,0.001,1.9524299999999999
30,60,0.8,0.001,1.8116700000000001
35,60,0.8,0.001,1.8545200000000006
40,60,0.8,0.001,1.8477300000000003
45,60,0.8,0.001,1.86119
50,60,0.8,0.001,1.9074999999999995
55,60,0.8,0.001,1.8836499999999996
60,60,0.8,0.001,1.9036400000000002
65,60,0.8,0.001,1.9225900000000002
70,60,0.8,0.001,1.90799
75,60,0.8,0.001,1.9539
80,60,0.8,0.001,1.9440099999999996
30,60,0.85,0.001,1.7952499999999998
35,60,0.85,0.001,1.8425
40,60,0.85,0.001,1.85428
45,60,0.85,0.001,1.86949
50,60,0.85,0.001,1.8945499999999995
55,60,0.85,0.001,1.9079700000000002
60,60,0.85,0.001,1.9287200000000002
65,60,0.85,0.001,1.9387400000000001
70,60,0.85,0.001,1.9455999999999996
75,60,0.85,0.001,1.9337299999999993
80,60,0.85,0.001,1.94425
30,60,0.9,0.001,1.80793
35,60,0.9,0.001,1.8199100000000004
40,60,0.9,0.001,1.8522200000000004
45,60,0.9,0.001,1.9025500000000006
50,60,0.9,0.001,1.9014599999999995
55,60,0.9,0.001,1.9034600000000004
60,60,0.9,0.001,1.9199799999999994
65,60,0.9,0.001,1.9364300000000003
70,60,0.9,0.001,1.94001
75,60,0.9,0.001,1.9535899999999997
80,60,0.9,0.001,1.97177
30,60,0.5,0.005,1.8355900000000003
35,60,0.5,0.005,1.8241700000000003
40,60,0.5,0.005,1.8628200000000001
45,60,0.5,0.005,1.8674499999999998
50,60,0.5,0.005,1.8951399999999996
55,60,0.5,0.005,1.91764
60,60,0.5,0.005,1.9241600000000003
65,60,0.5,0.005,1.9188100000000006
70,60,0.5,0.005,1.9379399999999998
75,60,0.5,0.005,1.93925
80,60,0.5,0.005,1.9466900000000007
30,60,0.55,0.005,1.8234599999999999
35,60,0.55,0.005,1.8167800000000003
40,60,0.55,0.005,1.86784
45,60,0.55,0.005,1.8793
50,60,0.55,0.005,1.89376
55,60,0.55,0.005,1.9066999999999996
60,60,0.55,0.005,1.93273
65,60,0.55,0.005,1.93985
70,60,0.55,0.005,1.9463899999999992
75,60,0.55,0.005,1.9461300000000004
80,60,0.55,0.005,1.9560499999999998
30,60,0.6,0.005,1.8187899999999997
35,60,0.6,0.005,1.843920000000001
40,60,0.6,0.005,1.8793700000000002
45,60,0.6,0.005,1.8608300000000007
50,60,0.6,0.005,1.9087999999999996
55,60,0.6,0.005,1.9155600000000002
60,60,0.6,0.005,1.94049
65,60,0.6,0.005,1.9088999999999998
70,60,0.6,0.005,1.9459500000000003
75,60,0.6,0.005,1.9498299999999995
80,60,0.6,0.005,1.9621800000000005
30,60,0.65,0.005,1.8362900000000002
35,60,0.65,0.005,1.8393499999999994
40,60,0.65,0.005,1.8737999999999995
45,60,0.65,0.005,1.9071500000000003
50,60,0.65,0.005,1.91571
55,60,0.65,0.005,1.92655
60,60,0.65,0.005,1.9301799999999993
65,60,0.65,0.005,1.94677
70,60,0.65,0.005,1.96618
75,60,0.65,0.005,1.95877
80,60,0.65,0.005,1.9613000000000003
30,60,0.7,0.005,1.8455299999999997
35,60,0.7,0.005,1.8676399999999989
40,60,0.7,0.005,1.8814699999999995
45,60,0.7,0.005,1.8868899999999997
50,60,0.7,0.005,1.9243700000000001
55,60,0.7,0.005,1.93444
60,60,0.7,0.005,1.94017
65,60,0.7,0.005,1.9438
70,60,0.7,0.005,1.96318
75,60,0.7,0.005,1.9516000000000002
80,60,0.7,0.005,1.9526099999999997
30,60,0.75,0.005,1.80689
35,60,0.75,0.005,1.8496899999999994
40,60,0.75,0.005,1.8670999999999998
45,60,0.75,0.005,1.9168599999999998
50,60,0.75,0.005,1.9575400000000003
55,60,0.75,0.005,1.9430199999999993
60,60,0.75,0.005,1.9429899999999996
65,60,0.75,0.005,1.9528999999999994
70,60,0.75,0.005,1.95941
75,60,0.75,0.005,1.97671
80,60,0.75,0.005,1.97351
30,60,0.8,0.005,1.82477
35,60,0.8,0.005,1.84102
40,60,0.8,0.005,1.9112100000000003
45,60,0.8,0.005,1.9061000000000001
50,60,0.8,0.005,1.91911
55,60,0.8,0.005,1.9284000000000003
60,60,0.8,0.005,1.9417200000000003
65,60,0.8,0.005,1.9493899999999997
70,60,0.8,0.005,1.94733
75,60,0.8,0.005,1.9668199999999996
80,60,0.8,0.005,1.9813600000000002
30,60,0.85,0.005,1.8201500000000004
35,60,0.85,0.005,1.8651499999999999
40,60,0.85,0.005,1.90948
45,60,0.85,0.005,1.90974
50,60,0.85,0.005,1.9340799999999998
55,60,0.85,0.005,1.9260199999999998
60,60,0.85,0.005,1.9416299999999995
65,60,0.85,0.005,1.9680899999999997
70,60,0.85,0.005,1.96009
75,60,0.85,0.005,1.9724399999999997
80,60,0.85,0.005,1.96723
30,60,0.9,0.005,1.8302899999999998
35,60,0.9,0.005,1.8835799999999998
40,60,0.9,0.005,1.9264999999999999
45,60,0.9,0.005,1.9134799999999998
50,60,0.9,0.005,1.9338699999999998
55,60,0.9,0.005,1.95298
60,60,0.9,0.005,1.93857
65,60,0.9,0.005,1.95991
70,60,0.9,0.005,1.96243
75,60,0.9,0.005,1.9672199999999997
80,60,0.9,0.005,1.97851
30,60,0.5,0.01,1.8740299999999999
35,60,0.5,0.01,1.9032999999999995
40,60,0.5,0.01,1.9130499999999995
45,60,0.5,0.01,1.9023399999999997
50,60,0.5,0.01,1.9244399999999997
55,60,0.5,0.01,1.9393300000000002
60,60,0.5,0.01,1.9714499999999995
65,60,0.5,0.01,1.9616699999999998
70,60,0.5,0.01,1.9630599999999998
75,60,0.5,0.01,1.97283
80,60,0.5,0.01,1.97157
30,60,0.55,0.01,1.8554100000000004
35,60,0.55,0.01,1.8733100000000005
40,60,0.55,0.01,1.9201599999999996
45,60,0.55,0.01,1.91308
50,60,0.55,0.01,1.93299
55,60,0.55,0.01,1.9278599999999997
60,60,0.55,0.01,1.9588699999999994
65,60,0.55,0.01,1.9664799999999998
70,60,0.55,0.01,1.9788400000000002
75,60,0.55,0.01,1.9799799999999996
80,60,0.55,0.01,1.9748999999999999
30,60,0.6,0.01,1.8769499999999995
35,60,0.6,0.01,1.9035299999999997
40,60,0.6,0.01,1.9154600000000002
45,60,0.6,0.01,1.9136699999999995
50,60,0.6,0.01,1.9457900000000001
55,60,0.6,0.01,1.9617499999999994
60,60,0.6,0.01,1.9668299999999999
65,60,0.6,0.01,1.9712499999999997
70,60,0.6,0.01,1.9753099999999997
75,60,0.6,0.01,1.97887
80,60,0.6,0.01,1.9755699999999996
30,60,0.65,0.01,1.8844599999999998
35,60,0.65,0.01,1.89119
40,60,0.65,0.01,1.9047599999999993
45,60,0.65,0.01,1.9539
50,60,0.65,0.01,1.9376899999999997
55,60,0.65,0.01,1.9509099999999995
60,60,0.65,0.01,1.9641899999999999
65,60,0.65,0.01,1.9620999999999997
70,60,0.65,0.01,1.9771299999999996
75,60,0.65,0.01,1.9618200000000001
80,60,0.65,0.01,1.98597
30,60,0.7,0.01,1.8938899999999999
35,60,0.7,0.01,1.8718400000000002
40,60,0.7,0.01,1.9336700000000002
45,60,0.7,0.01,1.93023
50,60,0.7,0.01,1.9481899999999999
55,60,0.7,0.01,1.96004
60,60,0.7,0.01,1.9588699999999994
65,60,0.7,0.01,1.96515
70,60,0.7,0.01,1.9711300000000003
75,60,0.7,0.01,1.97521
80,60,0.7,0.01,1.97796
30,60,0.75,0.01,1.8745500000000004
35,60,0.75,0.01,1.90569
40,60,0.75,0.01,1.93635
45,60,0.75,0.01,1.9213000000000002
50,60,0.75,0.01,1.9347599999999994
55,60,0.75,0.01,1.96121
60,60,0.75,0.01,1.9677700000000002
65,60,0.75,0.01,1.9638200000000001
70,60,0.75,0.01,1.9747700000000001
75,60,0.75,0.01,1.9747400000000002
80,60,0.75,0.01,1.9776500000000001
30,60,0.8,0.01,1.8631299999999995
35,60,0.8,0.01,1.8995099999999996
40,60,0.8,0.01,1.94152
45,60,0.8,0.01,1.9441899999999996
50,60,0.8,0.01,1.9598999999999995
55,60,0.8,0.01,1.9629899999999996
60,60,0.8,0.01,1.98164
65,60,0.8,0.01,1.97449
70,60,0.8,0.01,1.9830599999999998
75,60,0.8,0.01,1.9845999999999997
80,60,0.8,0.01,1.9819199999999997
30,60,0.85,0.01,1.89046
35,60,0.85,0.01,1.9286999999999999
40,60,0.85,0.01,1.9317199999999997
45,60,0.85,0.01,1.9453100000000003
50,60,0.85,0.01,1.9354500000000001
55,60,0.85,0.01,1.97152
60,60,0.85,0.01,1.9615799999999997
65,60,0.85,0.01,1.9735
70,60,0.85,0.01,1.97363
75,60,0.85,0.01,1.9925
80,60,0.85,0.01,1.9869600000000003
30,60,0.9,0.01,1.8836000000000004
35,60,0.9,0.01,1.8926500000000004
40,60,0.9,0.01,1.93637
45,60,0.9,0.01,1.96294
50,60,0.9,0.01,1.93575
55,60,0.9,0.01,1.9727000000000001
60,60,0.9,0.01,1.9716299999999998
65,60,0.9,0.01,1.9804599999999997
70,60,0.9,0.01,1.9775599999999998
75,60,0.9,0.01,1.99213
80,60,0.9,0.01,1.9939299999999998
30,70,0.5,0.0001,1.7300700000000004
35,70,0.5,0.0001,1.7445200000000003
40,70,0.5,0.0001,1.7787000000000004
45,70,0.5,0.0001,1.8147700000000002
50,70,0.5,0.0001,1.83861
55,70,0.5,0.0001,1.8506600000000004
60,70,0.5,0.0001,1.8648200000000006
65,70,0.5,0.0001,1.8887900000000004
70,70,0.5,0.0001,1.8982500000000002
75,70,0.5,0.0001,1.89683
80,70,0.5,0.0001,1.9147999999999996
30,70,0.55,0.0001,1.7406900000000005
35,70,0.55,0.0001,1.7157200000000004
40,70,0.55,0.0001,1.8121900000000002
45,70,0.55,0.0001,1.81382
50,70,0.55,0.0001,1.8483
55,70,0.55,0.0001,1.8605499999999997
60,70,0.55,0.0001,1.87445
65,70,0.55,0.0001,1.8788200000000006
70,70,0.55,0.0001,1.8871200000000008
75,70,0.55,0.0001,1.9129899999999997
80,70,0.55,0.0001,1.9113500000000005
30,70,0.6,0.0001,1.7123000000000013
35,70,0.6,0.0001,1.775400000000001
40,70,0.6,0.0001,1.83234
45,70,0.6,0.0001,1.82168
50,70,0.6,0.0001,1.87221
55,70,0.6,0.0001,1.8683399999999994
60,70,0.6,0.0001,1.8841600000000005
65,70,0.6,0.0001,1.9030699999999996
70,70,0.6,0.0001,1.9108800000000006
75,70,0.6,0.0001,1.9201000000000008
80,70,0.6,0.0001,1.9398900000000001
30,70,0.65,0.0001,1.73952
35,70,0.65,0.0001,1.7962900000000004
40,70,0.65,0.0001,1.8236700000000008
45,70,0.65,0.0001,1.8445000000000003
50,70,0.65,0.0001,1.8722100000000004
55,70,0.65,0.0001,1.877610000000001
60,70,0.65,0.0001,1.89075
65,70,0.65,0.0001,1.9191900000000002
70,70,0.65,0.0001,1.9348599999999998
75,70,0.65,0.0001,1.9317600000000001
80,70,0.65,0.0001,1.9278800000000005
30,70,0.7,0.0001,1.7784900000000001
35,70,0.7,0.0001,1.7659499999999986
40,70,0.7,0.0001,1.84203
45,70,0.7,0.0001,1.8283500000000001
50,70,0.7,0.0001,1.8850599999999995
55,70,0.7,0.0001,1.8945700000000003
60,70,0.7,0.0001,1.9108400000000003
65,70,0.7,0.0001,1.9301100000000002
70,70,0.7,0.0001,1.9295599999999995
75,70,0.7,0.0001,1.9189700000000005
80,70,0.7,0.0001,1.9487599999999998
30,70,0.75,0.0001,1.7393100000000004
35,70,0.75,0.0001,1.8057099999999995
40,70,0.75,0.0001,1.8422999999999998
45,70,0.75,0.0001,1.8430000000000002
50,70,0.75,0.0001,1.82896
55,70,0.75,0.0001,1.9088900000000006
60,70,0.75,0.0001,1.8939799999999998
65,70,0.75,0.0001,1.9199100000000002
70,70,0.75,0.0001,1.9228199999999995
75,70,0.75,0.0001,1.93621
80,70,0.75,0.0001,1.9331500000000004
30,70,0.8,0.0001,1.8018699999999999
35,70,0.8,0.0001,1.7400499999999999
40,70,0.8,0.0001,1.8164500000000003
45,70,0.8,0.0001,1.85391
50,70,0.8,0.0001,1.8462500000000008
55,70,0.8,0.0001,1.8917300000000006
60,70,0.8,0.0001,1.9067599999999998
65,70,0.8,0.0001,1.9209200000000002
70,70,0.8,0.0001,1.9439199999999999
75,70,0.8,0.0001,1.9329700000000005
80,70,0.8,0.0001,1.9336699999999996
30,70,0.85,0.0001,1.7896900000000002
35,70,0.85,0.0001,1.8422100000000008
40,70,0.85,0.0001,1.8282399999999996
45,70,0.85,0.0001,1.8533300000000006
50,70,0.85,0.0001,1.8642700000000003
55,70,0.85,0.0001,1.8907500000000004
60,70,0.85,0.0001,1.8982600000000007
65,70,0.85,0.0001,1.9223000000000006
70,70,0.85,0.0001,1.9428700000000003
75,70,0.85,0.0001,1.9553400000000003
80,70,0.85,0.0001,1.9342599999999996
30,70,0.9,0.0001,1.7556300000000002
35,70,0.9,0.0001,1.8370699999999998
40,70,0.9,0.0001,1.8456900000000007
45,70,0.9,0.0001,1.8602300000000003
50,70,0.9,0.0001,1.8966499999999997
55,70,0.9,0.0001,1.8942399999999997
60,70,0.9,0.0001,1.91555
65,70,0.9,0.0001,1.9169500000000002
70,70,0.9,0.0001,1.9385400000000002
75,70,0.9,0.0001,1.9446299999999996
80,70,0.9,0.0001,1.9593499999999995
30,70,0.5,0.0005,1.7308600000000007
35,70,0.5,0.0005,1.7804100000000003
40,70,0.5,0.0005,1.8063299999999998
45,70,0.5,0.0005,1.8005800000000003
50,70,0.5,0.0005,1.87254
55,70,0.5,0.0005,1.8726800000000006
60,70,0.5,0.0005,1.8912500000000003
65,70,0.5,0.0005,1.8807999999999998
70,70,0.5,0.0005,1.9054200000000001
75,70,0.5,0.0005,1.9325800000000002
80,70,0.5,0.0005,1.9236200000000003
30,70,0.55,0.0005,1.746680000000001
35,70,0.55,0.0005,1.7811399999999997
40,70,0.55,0.0005,1.8327400000000005
45,70,0.55,0.0005,1.85109
50,70,0.55,0.0005,1.8871599999999995
55,70,0.55,0.0005,1.8545899999999995
60,70,0.55,0.0005,1.8859500000000005
65,70,0.55,0.0005,1.8947899999999998
70,70,0.55,0.0005,1.90964
75,70,0.55,0.0005,1.91667
80,70,0.55,0.0005,1.9338499999999996
30,70,0.6,0.0005,1.7503000000000006
35,70,0.6,0.0005,1.7826400000000004
40,70,0.6,0.0005,1.80793
45,70,0.6,0.0005,1.8011600000000003
50,70,0.6,0.0005,1.86514
55,70,0.6,0.0005,1.87845
60,70,0.6,0.0005,1.8974600000000004
65,70,0.6,0.0005,1.9029500000000001
70,70,0.6,0.0005,1.8987399999999999
75,70,0.6,0.0005,1.9203400000000008
80,70,0.6,0.0005,1.9178600000000008
30,70,0.65,0.0005,1.78587
35,70,0.65,0.0005,1.7932499999999996
40,70,0.65,0.0005,1.8008799999999996
45,70,0.65,0.0005,1.86484
50,70,0.65,0.0005,1.8642200000000004
55,70,0.65,0.0005,1.8736299999999995
60,70,0.65,0.0005,1.9076800000000003
65,70,0.65,0.0005,1.9185400000000004
70,70,0.65,0.0005,1.9114499999999992
75,70,0.65,0.0005,1.9171099999999999
80,70,0.65,0.0005,1.9392000000000003
30,70,0.7,0.0005,1.7936600000000005
35,70,0.7,0.0005,1.7648800000000007
40,70,0.7,0.0005,1.8336500000000004
45,70,0.7,0.0005,1.8744199999999998
50,70,0.7,0.0005,1.8613500000000005
55,70,0.7,0.0005,1.8846300000000007
60,70,0.7,0.0005,1.89989
65,70,0.7,0.0005,1.91066
70,70,0.7,0.0005,1.9362499999999998
75,70,0.7,0.0005,1.9157499999999998
80,70,0.7,0.0005,1.94246
30,70,0.75,0.0005,1.7750400000000004
35,70,0.75,0.0005,1.8128900000000001
40,70,0.75,0.0005,1.8446500000000003
45,70,0.75,0.0005,1.86303
50,70,0.75,0.0005,1.8730200000000001
55,70,0.75,0.0005,1.9029999999999996
60,70,0.75,0.0005,1.8880799999999993
65,70,0.75,0.0005,1.92002
70,70,0.75,0.0005,1.9082700000000006
75,70,0.75,0.0005,1.93564
80,70,0.75,0.0005,1.9414800000000003
30,70,0.8,0.0005,1.8161700000000005
35,70,0.8,0.0005,1.808030000000001
40,70,0.8,0.0005,1.8312300000000001
45,70,0.8,0.0005,1.8846499999999997
50,70,0.8,0.0005,1.8993099999999998
55,70,0.8,0.0005,1.8906500000000002
60,70,0.8,0.0005,1.9185799999999997
65,70,0.8,0.0005,1.9217000000000002
70,70,0.8,0.0005,1.9336899999999995
75,70,0.8,0.0005,1.9273299999999998
80,70,0.8,0.0005,1.9415200000000004
30,70,0.85,0.0005,1.7889700000000004
35,70,0.85,0.0005,1.8315799999999995
40,70,0.85,0.0005,1.8226800000000003
45,70,0.85,0.0005,1.8725399999999996
50,70,0.85,0.0005,1.8914999999999995
55,70,0.85,0.0005,1.9192800000000003
60,70,0.85,0.0005,1.9145699999999997
65,70,0.85,0.0005,1.9366699999999994
70,70,0.85,0.0005,1.9317900000000001
75,70,0.85,0.0005,1.9431700000000003
80,70,0.85,0.0005,1.9616
30,70,0.9,0.0005,1.7860099999999997
35,70,0.9,0.0005,1.8329200000000005
40,70,0.9,0.0005,1.87859
45,70,0.9,0.0005,1.8867999999999996
50,70,0.9,0.0005,1.90989
55,70,0.9,0.0005,1.8914399999999996
60,70,0.9,0.0005,1.9269299999999998
65,70,0.9,0.0005,1.9363799999999998
70,70,0.9,0.0005,1.93225
75,70,0.9,0.0005,1.9335000000000002
80,70,0.9,0.0005,1.9590200000000004
30,70,0.5,0.001,1.7260900000000001
35,70,0.5,0.001,1.7821699999999996
40,70,0.5,0.001,1.8480700000000005
45,70,0.5,0.001,1.8274900000000007
50,70,0.5,0.001,1.8555699999999995
55,70,0.5,0.001,1.8858200000000005
60,70,0.5,0.001,1.87564
65,70,0.5,0.001,1.90572
70,70,0.5,0.001,1.9092000000000002
75,70,0.5,0.001,1.9189
80,70,0.5,0.001,1.9286100000000002
30,70,0.55,0.001,1.741080000000001
35,70,0.55,0.001,1.80022
40,70,0.55,0.001,1.82499
45,70,0.55,0.001,1.86452
50,70,0.55,0.001,1.8496700000000001
55,70,0.55,0.001,1.86488
60,70,0.55,0.001,1.8989699999999998
65,70,0.55,0.001,1.9134099999999996
70,70,0.55,0.001,1.89985
75,70,0.55,0.001,1.91838
80,70,0.55,0.001,1.9537799999999996
30,70,0.6,0.001,1.7433200000000002
35,70,0.6,0.001,1.7973000000000008
40,70,0.6,0.001,1.8311000000000004
45,70,0.6,0.001,1.815400000000001
50,70,0.6,0.001,1.8746400000000014
55,70,0.6,0.001,1.8827800000000006
60,70,0.6,0.001,1.8902300000000003
65,70,0.6,0.001,1.9141899999999998
70,70,0.6,0.001,1.9377599999999995
75,70,0.6,0.001,1.9332000000000003
80,70,0.6,0.001,1.94122
30,70,0.65,0.001,1.73299
35,70,0.65,0.001,1.8251099999999993
40,70,0.65,0.001,1.8214499999999998
45,70,0.65,0.001,1.8367400000000007
50,70,0.65,0.001,1.88821
55,70,0.65,0.001,1.9044599999999996
60,70,0.65,0.001,1.9123399999999997
65,70,0.65,0.001,1.9102400000000004
70,70,0.65,0.001,1.9205599999999992
75,70,0.65,0.001,1.9244899999999996
80,70,0.65,0.001,1.9409599999999998
30,70,0.7,0.001,1.75874
35,70,0.7,0.001,1.7970099999999996
40,70,0.7,0.001,1.8593000000000004
45,70,0.7,0.001,1.8737399999999997
50,70,0.7,0.001,1.8947900000000002
55,70,0.7,0.001,1.9095599999999997
60,70,0.7,0.001,1.9038500000000007
65,70,0.7,0.001,1.9341400000000002
70,70,0.7,0.001,1.9195200000000003
75,70,0.7,0.001,1.92131
80,70,0.7,0.001,1.94496
30,70,0.75,0.001,1.8073400000000008
35,70,0.75,0.001,1.8132599999999999
40,70,0.75,0.001,1.8400900000000004
45,70,0.75,0.001,1.8592900000000003
50,70,0.75,0.001,1.89883
55,70,0.75,0.001,1.8999099999999998
60,70,0.75,0.001,1.9027500000000002
65,70,0.75,0.001,1.93039
70,70,0.75,0.001,1.9273399999999998
75,70,0.75,0.001,1.9429600000000002
80,70,0.75,0.001,1.9677399999999998
30,70,0.8,0.001,1.787100000000001
35,70,0.8,0.001,1.848139999999999
40,70,0.8,0.001,1.8332200000000003
45,70,0.8,0.001,1.8924800000000004
50,70,0.8,0.001,1.89451
55,70,0.8,0.001,1.9153599999999997
60,70,0.8,0.001,1.9108799999999997
65,70,0.8,0.001,1.94552
70,70,0.8,0.001,1.9489
75,70,0.8,0.001,1.9338500000000005
80,70,0.8,0.001,1.95047
30,70,0.85,0.001,1.8049600000000006
35,70,0.85,0.001,1.8376600000000005
40,70,0.85,0.001,1.8468499999999997
45,70,0.85,0.001,1.8770799999999996
50,70,0.85,0.001,1.8642800000000002
55,70,0.85,0.001,1.9191199999999997
60,70,0.85,0.001,1.9264399999999997
65,70,0.85,0.001,1.9315899999999997
70,70,0.85,0.001,1.94422
75,70,0.85,0.001,1.95616
80,70,0.85,0.001,1.9446000000000006
30,70,0.9,0.001,1.799130000000001
35,70,0.9,0.001,1.8345699999999994
40,70,0.9,0.001,1.8429900000000001
45,70,0.9,0.001,1.8679599999999998
50,70,0.9,0.001,1.9039000000000001
55,70,0.9,0.001,1.9371399999999996
60,70,0.9,0.001,1.9231
65,70,0.9,0.001,1.93701
70,70,0.9,0.001,1.9359200000000003
75,70,0.9,0.001,1.9600999999999997
80,70,0.9,0.001,1.9739499999999999
30,70,0.5,0.005,1.7929000000000002
35,70,0.5,0.005,1.8274600000000003
40,70,0.5,0.005,1.8716699999999997
45,70,0.5,0.005,1.84306
50,70,0.5,0.005,1.9116799999999998
55,70,0.5,0.005,1.92334
60,70,0.5,0.005,1.9201
65,70,0.5,0.005,1.9297799999999996
70,70,0.5,0.005,1.9571799999999997
75,70,0.5,0.005,1.9491199999999995
80,70,0.5,0.005,1.9536199999999997
30,70,0.55,0.005,1.7898200000000006
35,70,0.55,0.005,1.8518000000000001
40,70,0.55,0.005,1.8794500000000003
45,70,0.55,0.005,1.8765399999999997
50,70,0.55,0.005,1.9236199999999988
55,70,0.55,0.005,1.9310499999999997
60,70,0.55,0.005,1.92745
65,70,0.55,0.005,1.9195399999999996
70,70,0.55,0.005,1.9493699999999998
75,70,0.55,0.005,1.93758
80,70,0.55,0.005,1.9637100000000007
30,70,0.6,0.005,1.82683
35,70,0.6,0.005,1.8651199999999997
40,70,0.6,0.005,1.8542500000000002
45,70,0.6,0.005,1.9038399999999998
50,70,0.6,0.005,1.9081499999999998
55,70,0.6,0.005,1.93232
60,70,0.6,0.005,1.9398700000000004
65,70,0.6,0.005,1.94227
70,70,0.6,0.005,1.9488599999999996
75,70,0.6,0.005,1.93166
80,70,0.6,0.005,1.95369
30,70,0.65,0.005,1.8392200000000003
35,70,0.65,0.005,1.88009
40,70,0.65,0.005,1.86513
45,70,0.65,0.005,1.90297
50,70,0.65,0.005,1.9202199999999996
55,70,0.65,0.005,1.9185599999999994
60,70,0.65,0.005,1.93981
65,70,0.65,0.005,1.9516799999999992
70,70,0.65,0.005,1.9611100000000001
75,70,0.65,0.005,1.94981
80,70,0.65,0.005,1.9747899999999998
30,70,0.7,0.005,1.8484900000000009
35,70,0.7,0.005,1.86125
40,70,0.7,0.005,1.90585
45,70,0.7,0.005,1.9123599999999998
50,70,0.7,0.005,1.9078900000000005
55,70,0.7,0.005,1.9385999999999999
60,70,0.7,0.005,1.9464999999999997
65,70,0.7,0.005,1.94988
70,70,0.7,0.005,1.9512700000000003
75,70,0.7,0.005,1.96844
80,70,0.7,0.005,1.9613899999999997
30,70,0.75,0.005,1.8658599999999999
35,70,0.75,0.005,1.88128
40,70,0.75,0.005,1.8939999999999992
45,70,0.75,0.005,1.9019899999999998
50,70,0.75,0.005,1.9321099999999996
55,70,0.75,0.005,1.9401499999999998
60,70,0.75,0.005,1.9341299999999992
65,70,0.75,0.005,1.9539399999999998
70,70,0.75,0.005,1.9539199999999999
75,70,0.75,0.005,1.9634400000000003
80,70,0.75,0.005,1.9675799999999999
30,70,0.8,0.005,1.8106500000000005
35,70,0.8,0.005,1.8781799999999993
40,70,0.8,0.005,1.8868899999999997
45,70,0.8,0.005,1.9263700000000006
50,70,0.8,0.005,1.9233799999999999
55,70,0.8,0.005,1.92716
60,70,0.8,0.005,1.95357
65,70,0.8,0.005,1.9490299999999996
70,70,0.8,0.005,1.9503600000000003
75,70,0.8,0.005,1.9627799999999995
